movieId,title,view_count,avr_rating,popularite_puani
296,Pulp Fiction (1994),37407,4.225586120244874,158066.50000000003
318,"Shawshank Redemption, The (1994)",34246,4.4251445424283125,151543.5
356,Forrest Gump (1994),38065,3.9628004728753448,150844.0
593,"Silence of the Lambs, The (1991)",36106,4.153672519802803,149972.5
2571,"Matrix, The (1999)",34807,4.174117275260723,145288.5
260,Star Wars: Episode IV - A New Hope (1977),34508,4.183812449287122,144375.0
1196,Star Wars: Episode V - The Empire Strikes Back (1980),32913,4.188010816394738,137840.0
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),31424,4.224748599796334,132758.5
480,Jurassic Park (1993),35565,3.6192745676929565,128719.5
589,Terminator 2: Judgment Day (1991),32638,3.917197744959863,127849.5
50,"Usual Suspects, The (1995)",29290,4.330249231819733,126832.99999999999
110,Braveheart (1995),31865,3.9715832418013495,126554.5
1210,Star Wars: Episode VI - Return of the Jedi (1983),31716,3.9839828477739943,126356.0
527,Schindler's List (1993),29474,4.26657392956504,125753.0
1270,Back to the Future (1985),31898,3.9176280644554518,124964.5
2858,American Beauty (1999),30192,4.135615394806571,124862.49999999999
1,Toy Story (1995),30656,3.8882111169102296,119197.0
858,"Godfather, The (1972)",26758,4.3667875028029,116846.5
608,Fargo (1996),28290,4.103057617532697,116075.49999999999
2762,"Sixth Sense, The (1999)",28813,4.0245201818623535,115958.49999999999
47,Seven (a.k.a. Se7en) (1995),28093,4.058751290357028,114022.5
2959,Fight Club (1999),26948,4.217474395131364,113652.5
2028,Saving Private Ryan (1998),27161,4.032252126210375,109520.0
457,"Fugitive, The (1993)",27972,3.9104640354640354,109383.5
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",26351,4.1316648324541765,108873.5
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),27454,3.9371676258468713,108091.0
1136,Monty Python and the Holy Grail (1975),25720,4.169109642301711,107229.50000000001
1240,"Terminator, The (1984)",27387,3.8830101873151497,106344.0
1265,Groundhog Day (1993),26599,3.8750328959735327,103072.0
1291,Indiana Jones and the Last Crusade (1989),25706,3.9897300241188827,102560.0
1580,Men in Black (a.k.a. MIB) (1997),28748,3.5377765409767634,101704.0
1197,"Princess Bride, The (1987)",24136,4.162620152469341,100469.0
1214,Alien (1979),24820,4.036684125705077,100190.5
541,Blade Runner (1982),23921,4.122131181806781,98605.5
1097,E.T. the Extra-Terrestrial (1982),26320,3.7415273556231003,98477.0
150,Apollo 13 (1995),26026,3.781122723430416,98407.5
5952,"Lord of the Rings: The Two Towers, The (2002)",23870,4.0941348973607035,97726.99999999999
1036,Die Hard (1988),24883,3.9225575694249084,97605.0
3578,Gladiator (2000),24924,3.90661611298347,97368.5
780,Independence Day (a.k.a. ID4) (1996),29532,3.261936204794799,96331.5
364,"Lion King, The (1994)",24740,3.737712206952304,92471.0
4226,Memento (2000),22086,4.17404690754324,92188.0
377,Speed (1994),27159,3.390643985419198,92086.5
4306,Shrek (2001),24052,3.8247546981539995,91993.0
1193,One Flew Over the Cuckoo's Nest (1975),21675,4.239538638985006,91892.0
1089,Reservoir Dogs (1992),22314,4.083915927220579,91128.5
7153,"Lord of the Rings: The Return of the King, The (2003)",21957,4.134672314068406,90784.99999999999
1704,Good Will Hunting (1997),22540,3.9995119787045255,90149.0
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),23999,3.74390599608317,89850.0
1200,Aliens (1986),22292,3.9982504934505654,89129.0
592,Batman (1989),25410,3.489374262101535,88665.0
588,Aladdin (1992),23796,3.665616069927719,87227.0
590,Dances with Wolves (1990),23385,3.67718623048963,85991.0
1213,Goodfellas (1990),20386,4.174678701069361,85104.99999999999
1527,"Fifth Element, The (1997)",22877,3.7001136512654633,84647.5
1221,"Godfather: Part II, The (1974)",19808,4.27168315831987,84613.5
380,True Lies (1994),24325,3.4366700924974305,83597.0
1617,L.A. Confidential (1997),20472,4.071414615084017,83350.0
2997,Being John Malkovich (1999),21136,3.936104277062831,83193.5
648,Mission: Impossible (1996),24183,3.3501426622007195,81016.5
1206,"Clockwork Orange, A (1971)",20331,3.978850031970882,80894.0
924,2001: A Space Odyssey (1968),20438,3.9407476269693706,80541.0
1682,"Truman Show, The (1998)",21074,3.7921372307108285,79915.5
1721,Titanic (1997),24313,3.285731912968371,79886.0
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),19379,4.070540275556014,78882.99999999999
2918,Ferris Bueller's Day Off (1986),19637,3.921423842745837,77005.0
919,"Wizard of Oz, The (1939)",19398,3.9684245798535933,76979.5
1208,Apocalypse Now (1979),18719,4.108098723222394,76899.5
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",19695,3.9005839045443005,76822.0
1961,Rain Man (1988),19761,3.8823946156571023,76720.0
3793,X-Men (2000),21217,3.5948060517509544,76271.0
912,Casablanca (1942),17859,4.261408813483397,76104.5
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),19721,3.836722275746666,75664.0
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),17742,4.247012738135497,75350.5
1222,Full Metal Jacket (1987),18693,4.017894398972878,75106.5
733,"Rock, The (1996)",20937,3.5750107465252903,74850.0
4963,Ocean's Eleven (2001),19692,3.7610704854763357,74063.0
597,Pretty Woman (1990),22087,3.3454520758817403,73891.0
500,Mrs. Doubtfire (1993),22504,3.263486491290437,73441.5
1073,Willy Wonka & the Chocolate Factory (1971),19635,3.7279857397504457,73199.0
1387,Jaws (1975),19204,3.803166007081858,73036.0
595,Beauty and the Beast (1991),19934,3.6484147687368313,72727.5
111,Taxi Driver (1976),17501,4.099108622364437,71738.5
367,"Mask, The (1994)",23153,3.097741113462618,71722.0
34,Babe (1995),20207,3.5431286187954667,71596.0
1923,There's Something About Mary (1998),20235,3.5335804299481097,71502.0
6377,Finding Nemo (2003),18443,3.865585859133547,71293.0
778,Trainspotting (1996),17903,3.980589845277328,71264.5
4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",17038,4.178894236412725,71200.0
4886,"Monsters, Inc. (2001)",18429,3.8587280915947693,71112.5
2628,Star Wars: Episode I - The Phantom Menace (1999),23369,3.0388762891009455,71015.5
2329,American History X (1998),17099,4.122814199660799,70496.0
2396,Shakespeare in Love (1998),18562,3.78305139532378,70221.0
1259,Stand by Me (1986),17573,3.9776361463608945,69899.0
5349,Spider-Man (2002),19449,3.5587176718597355,69213.5
5445,Minority Report (2002),18903,3.6565359995767865,69119.5
223,Clerks (1994),17988,3.8418945963975983,69108.0
1732,"Big Lebowski, The (1998)",17529,3.9289748416909123,68871.0
6874,Kill Bill: Vol. 1 (2003),17629,3.892620114583924,68623.0
1307,When Harry Met Sally... (1989),17934,3.8208430913348947,68523.0
4995,"Beautiful Mind, A (2001)",17619,3.8837902264600714,68428.5
2291,Edward Scissorhands (1990),18322,3.7312247571225847,68363.5
2115,Indiana Jones and the Temple of Doom (1984),18682,3.659163901081255,68360.5
1246,Dead Poets Society (1989),17607,3.872209916510479,68178.0
3147,"Green Mile, The (1999)",17093,3.9537237465629205,67581.0
1225,Amadeus (1984),16548,4.0730299734106845,67400.50000000001
7361,Eternal Sunshine of the Spotless Mind (2004),16458,4.089652448657188,67307.5
1080,Monty Python's Life of Brian (1979),16910,3.973565937315198,67193.0
1610,"Hunt for Red October, The (1990)",17441,3.847887162433347,67111.0
3114,Toy Story 2 (1999),17582,3.8125924240700715,67033.0
1784,As Good as It Gets (1997),17616,3.77344459582198,66473.0
1968,"Breakfast Club, The (1985)",17432,3.812184488297384,66454.0
1219,Psycho (1960),16276,4.076892356844434,66355.5
165,Die Hard: With a Vengeance (1995),19076,3.458796393373873,65980.0
357,Four Weddings and a Funeral (1994),18221,3.614483288513254,65859.5
2502,Office Space (1999),16275,3.9668202764976956,64560.0
1079,"Fish Called Wanda, A (1988)",16743,3.8453980768082183,64383.5
5418,"Bourne Identity, The (2002)",16595,3.8710454956312144,64240.0
1220,"Blues Brothers, The (1980)",16911,3.796611672875643,64204.5
587,Ghost (1990),19183,3.3403795026846685,64078.5
344,Ace Ventura: Pet Detective (1994),21553,2.9719992576439473,64055.5
539,Sleepless in Seattle (1993),18761,3.4117051329886467,64007.0
2987,Who Framed Roger Rabbit? (1988),18091,3.5354872588579958,63960.5
4027,"O Brother, Where Art Thou? (2000)",16474,3.879203593541338,63906.0
2916,Total Recall (1990),17916,3.552690332663541,63650.0
1517,Austin Powers: International Man of Mystery (1997),18213,3.445094163509581,62745.5
1393,Jerry Maguire (1996),17439,3.546418946040484,61846.0
736,Twister (1996),20170,3.054635597421914,61612.00000000001
586,Home Alone (1990),20179,3.047351206700035,61492.5
8961,"Incredibles, The (2004)",15649,3.898236309029331,61003.5
2683,Austin Powers: The Spy Who Shagged Me (1999),19126,3.1848530795775383,60913.5
6,Heat (1995),15755,3.8428752776896222,60544.5
2797,Big (1988),16632,3.6232563732563734,60262.0
316,Stargate (1994),18016,3.342140319715808,60212.0
39,Clueless (1995),17777,3.380294762895877,60091.5
2174,Beetlejuice (1988),17144,3.48623425104993,59767.99999999999
1584,Contact (1997),16446,3.6340143499939197,59765.0
2706,American Pie (1999),18280,3.2684901531728667,59748.00000000001
7438,Kill Bill: Vol. 2 (2004),15454,3.8566390578491005,59600.5
4878,Donnie Darko (2001),14936,3.989789769683985,59591.5
1101,Top Gun (1986),17446,3.3957927318583057,59243.0
551,"Nightmare Before Christmas, The (1993)",15776,3.7514262170385395,59182.5
10,GoldenEye (1995),17359,3.3959329454461664,58950.0
5989,Catch Me If You Can (2002),15394,3.8261010783422114,58899.0
4011,Snatch (2000),14592,4.007058662280702,58471.00000000001
2355,"Bug's Life, A (1998)",16288,3.5822998526522594,58348.5
33794,Batman Begins (2005),14734,3.954119723089453,58260.0
904,Rear Window (1954),13628,4.2681244496624595,58166.0
1653,Gattaca (1997),15395,3.7651510230594347,57964.5
231,Dumb & Dumber (Dumb and Dumber) (1994),19305,2.9863765863765863,57652.0
2011,Back to the Future Part II (1989),16731,3.4434881357958282,57613.0
1247,"Graduate, The (1967)",14027,4.057888358166394,56920.0
2000,Lethal Weapon (1987),15434,3.6750680316185047,56721.0
2324,Life Is Beautiful (La Vita è bella) (1997),13595,4.130525928650239,56154.5
21,Get Shorty (1995),15514,3.547247647286322,55032.0
2692,Run Lola Run (Lola rennt) (1998),13728,4.0040792540792545,54968.00000000001
349,Clear and Present Danger (1994),15026,3.5836217223479303,53847.5
1127,"Abyss, The (1989)",14660,3.6442701227830834,53425.0
2012,Back to the Future Part III (1990),16409,3.249984764458529,53329.0
1573,Face/Off (1997),16148,3.2969098340351746,53238.5
58559,"Dark Knight, The (2008)",12496,4.189940781049936,52357.5
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),14629,3.5751931095768676,52301.5
3481,High Fidelity (2000),13520,3.8308431952662723,51793.0
2194,"Untouchables, The (1987)",13199,3.8785135237517996,51192.5
2542,"Lock, Stock & Two Smoking Barrels (1998)",12910,3.9649883810999227,51188.0
2,Jumanji (1995),16417,3.108698300542121,51035.5
908,North by Northwest (1959),12070,4.228251864125932,51035.0
6711,Lost in Translation (2003),13432,3.799322513400834,51032.5
4034,Traffic (2000),13324,3.822800960672471,50935.0
1917,Armageddon (1998),17271,2.9428521799548375,50826.0
1234,"Sting, The (1973)",12080,4.175331125827815,50438.0
32587,Sin City (2005),13021,3.8686736809768836,50374.0
1252,Chinatown (1974),11967,4.1961644522436705,50215.50000000001
1278,Young Frankenstein (1974),12524,3.9995209198339188,50090.0
16,Casino (1995),13146,3.7963639129773314,49907.0
153,Batman Forever (1995),17945,2.7344942881025354,49070.5
6333,X2: X-Men United (2003),13272,3.666553646775166,48662.5
1374,Star Trek II: The Wrath of Khan (1982),13147,3.6993610709667606,48635.5
3052,Dogma (1999),13361,3.6117805553476536,48257.0
25,Leaving Las Vegas (1995),13077,3.689378297774719,48246.0
1356,Star Trek: First Contact (1996),13312,3.6114783653846154,48076.0
2268,"Few Good Men, A (1992)",12607,3.793408423891489,47823.5
1230,Annie Hall (1977),11711,4.079668687558706,47777.00000000001
8636,Spider-Man 2 (2004),13470,3.539161098737936,47672.5
953,It's a Wonderful Life (1946),11725,4.063240938166311,47641.5
6365,"Matrix Reloaded, The (2003)",14559,3.267119994505117,47566.0
36,Dead Man Walking (1995),12162,3.8943841473441867,47363.5
903,Vertigo (1958),11394,4.141083026154116,47183.5
594,Snow White and the Seven Dwarfs (1937),13040,3.6140337423312885,47127.0
1199,Brazil (1985),11736,4.009245057941377,47052.5
292,Outbreak (1995),14154,3.286738731100749,46520.5
3527,Predator (1987),12758,3.614085279824424,46108.5
44191,V for Vendetta (2006),11733,3.894272564561493,45691.5
3471,Close Encounters of the Third Kind (1977),12032,3.783410904255319,45522.0
208,Waterworld (1995),16644,2.733898101417928,45503.0
2617,"Mummy, The (1999)",14277,3.16771730755761,45225.5
353,"Crow, The (1994)",12905,3.495660596667958,45111.5
1500,Grosse Pointe Blank (1997),11988,3.7490824157490823,44944.0
440,Dave (1993),12520,3.56629392971246,44650.0
8360,Shrek 2 (2004),12466,3.5636932456281083,44425.0
1028,Mary Poppins (1964),11904,3.718834005376344,44269.0
329,Star Trek: Generations (1994),13595,3.232180948878264,43941.5
17,Sense and Sensibility (1995),11207,3.912822343178371,43851.0
1035,"Sound of Music, The (1965)",11538,3.7766944011093777,43575.5
5816,Harry Potter and the Chamber of Secrets (2002),12298,3.5428931533582695,43570.5
5378,Star Wars: Episode II - Attack of the Clones (2002),14054,3.081115696598833,43302.0
1380,Grease (1978),13021,3.305583288533907,43042.0
2640,Superman (1978),12583,3.413454661050624,42951.5
920,Gone with the Wind (1939),11243,3.8154407186693944,42897.0
1676,Starship Troopers (1997),13256,3.222238986119493,42714.0
1391,Mars Attacks! (1996),14430,2.9393624393624393,42415.0
7147,Big Fish (2003),11148,3.800681736634374,42370.0
11,"American President, The (1995)",11742,3.599173905637881,42261.5
5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),10107,4.179133273968537,42238.5
2081,"Little Mermaid, The (1989)",11931,3.510393093621658,41882.5
8368,Harry Potter and the Prisoner of Azkaban (2004),11127,3.721128785836254,41405.0
5669,Bowling for Columbine (2002),10888,3.776726671565026,41121.0
2321,Pleasantville (1998),11363,3.5888409750946053,40780.0
1639,Chasing Amy (1997),11132,3.643100970176069,40555.0
3081,Sleepy Hollow (1999),11267,3.534614360521878,39824.5
1302,Field of Dreams (1989),10528,3.664038753799392,38575.0
1282,Fantasia (1940),10168,3.758408733280881,38215.5
1215,Army of Darkness (1993),10270,3.7133885102239534,38136.5
2054,"Honey, I Shrunk the Kids (1989)",13840,2.725686416184971,37723.5
48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",9099,4.011484778547093,36500.5
1275,Highlander (1986),9836,3.621187474583164,35618.0
788,"Nutty Professor, The (1996)",12912,2.7316062577447338,35270.5
596,Pinocchio (1940),9180,3.533660130718954,32439.0
2005,"Goonies, The (1985)",9010,3.5969478357380686,32408.5
3000,Princess Mononoke (Mononoke-hime) (1997),7831,4.070680628272251,31877.5
51662,300 (2007),8716,3.631023405231758,31648.0
8464,Super Size Me (2004),7690,3.6501950585175553,28070.0
246,Hoop Dreams (1994),6894,4.040324920220481,27853.999999999996
8622,Fahrenheit 9/11 (2004),7339,3.5737157650906117,26227.5
2064,Roger & Me (1989),6171,3.903986387943607,24091.5
162,Crumb (1994),4591,3.989000217817469,18313.5
1147,When We Were Kings (1996),3095,4.142003231017771,12819.500000000002
6331,Spellbound (2002),2534,3.9763220205209158,10076.0
34072,"March of the Penguins (Marche de l'empereur, La) (2005)",2642,3.7229371688115065,9836.0
1189,"Thin Blue Line, The (1988)",2375,4.12421052631579,9795.0
1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),2420,3.928305785123967,9506.5
7156,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",2262,4.087533156498674,9246.0
45950,"Inconvenient Truth, An (2006)",2434,3.6902218570254726,8982.0
2677,Buena Vista Social Club (1999),2111,3.9251539554713406,8286.0
5785,Jackass: The Movie (2002),2680,2.9736940298507464,7969.5
2859,Stop Making Sense (1984),1933,4.1019141231246765,7929.0
7256,Touching the Void (2003),1835,4.041689373297003,7416.5
4102,Eddie Murphy Raw (1987),1973,3.6383679675620884,7178.5
3007,American Movie (1999),1815,3.903030303030303,7084.0
53894,Sicko (2007),1829,3.769546200109349,6894.5
6380,Capturing the Friedmans (2003),1606,3.932129514321295,6315.0
1797,Everest (1998),1567,3.906190172303765,6121.0
2693,Trekkies (1997),1651,3.644155057540884,6016.5
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),1475,3.9328813559322033,5801.0
34542,Grizzly Man (2005),1513,3.8139458030403173,5770.5
581,"Celluloid Closet, The (1995)",1434,3.969665271966527,5692.5
27846,"Corporation, The (2003)",1416,3.934322033898305,5571.0
77455,Exit Through the Gift Shop (2010),1381,3.947501810282404,5451.5
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),1301,4.052267486548809,5272.0
1050,Looking for Richard (1996),1405,3.6953736654804272,5192.0
54881,"King of Kong, The (2007)",1353,3.8322246858832223,5185.0
1649,"Fast, Cheap & Out of Control (1997)",1300,3.866923076923077,5027.0
3677,Baraka (1992),1248,4.018830128205129,5015.500000000001
6299,"Winged Migration (Peuple migrateur, Le) (2001)",1204,3.9177740863787376,4717.0
60766,Man on Wire (2008),1151,3.879669852302346,4465.5
33154,Enron: The Smartest Guys in the Room (2005),1141,3.8939526730937772,4443.0
1191,Madonna: Truth or Dare (1991),1510,2.899337748344371,4378.0
556,"War Room, The (1993)",1102,3.9664246823956444,4371.0
47999,Jesus Camp (2006),1128,3.770390070921986,4253.0
80906,Inside Job (2010),1003,3.996011964107677,4008.0
8827,"Bill Cosby, Himself (1983)",1017,3.8780727630285154,3944.0
34338,"Aristocrats, The (2005)",1187,3.2994945240101097,3916.5
3077,42 Up (1998),949,4.064805057955743,3857.5
7836,Woodstock (1970),934,3.8704496788008567,3615.0
61236,Waltz with Bashir (Vals im Bashir) (2008),924,3.9123376623376624,3615.0
1192,Paris Is Burning (1990),929,3.890204520990312,3614.0
6062,Lost in La Mancha (2002),978,3.6932515337423313,3612.0
4304,Startup.com (2001),969,3.6578947368421053,3544.5
1827,"Big One, The (1997)",927,3.7680690399137,3493.0
3142,U2: Rattle and Hum (1988),1020,3.4102941176470587,3478.5
